FLOW_OUTcms,EVAPcms,TLOSScms,SED_OUTtons,SEDCONCmgL,ORGN_OUTkg,ORGP_OUTkg,NO3_OUTkg,NH4_OUTkg,NO2_OUTkg,MINP_OUTkg,CHLA_OUTkg,CBOD_OUTkg,DISOX_OUTkg,TOTNkg
7.81040106,6525.27659,56.089143306,3915.58118,599.612088012,49.169194403,567.529443509,196.090893726,51.387331695,63.667225419,3.387413708,39057.7584638,6128.876314,1393.93215956,108.029763646
15.3372672,7575.82848,74.569158144,4938.20928,652.643214336,55.47792384,596.293410816,217.070687232,56.571070464,73.723410432,3.419380224,45515.84591,7613.08656077,1493.33622221,124.086795264
12.0196134,7291.75068,76.952630988,4714.53228,689.02156098,59.31268191,602.597874546,217.124651502,60.792582924,78.195694518,4.103998128,54665.9240309,7594.62694159,1531.94816176,131.944028598
19.7384319,8179.1388,72.515901485,5118.9168,840.048790295,66.524357745,838.81334158,254.73241561,78.9398175,88.822711715,5.52462805,40408.8136071,8400.48720744,1965.46699145,148.305545005
6.86264453,2365.6024,12.850335848,1632.74517,156.886751168,11.300226924,115.088634654,49.229384729,15.797269054,14.736903762,0.524907992,6311.24147144,2472.11588579,328.124956761,24.742442886
12.85104256,9354.80304,103.140285104,5998.77888,771.846235536,72.669048848,847.049219792,256.957144656,63.126783968,104.114781856,6.327370528,65920.4046239,9932.32175995,1881.69988531,170.059589744
6.84527224,4978.71188,37.68278535,3486.55942,502.177609402,37.765520364,550.838217018,163.305037148,47.638748006,53.234776326,2.29393328,21250.0958568,4909.857354,1247.17189189,87.881022288
4.85645391,2764.14768,15.474382437,1891.21083,250.356643254,18.124088553,289.079116443,79.100966997,25.620193809,24.889577658,1.131253032,9010.89109116,2832.34223798,629.54468889,40.719441918
9.18569129,3756.81931,25.417070889,2438.87772,271.445718679,22.892283826,241.480689465,88.034632915,24.48353932,30.420136764,1.46133164,16616.9541966,3836.9815798,607.937403396,51.02690788
9.00163038,5406.4101,39.283128558,3376.24794,499.29258186,33.195697506,491.152072938,161.68221627,53.140343268,47.080071576,2.101625226,20699.8414724,5304.98448856,1186.72450079,77.019531564
10.42468648,7257.85515,95.765542639,4956.33424,555.767122001,44.097038232,638.504622639,171.750293884,47.180154619,53.666910661,4.030349687,62574.9524633,7966.81319343,1383.27883719,94.537723475
11.45784536,4556.02992,33.658556672,3208.31992,461.665530664,30.564368536,492.44322244,146.624995088,45.42783856,35.890980528,1.591375968,20657.9950682,4825.94404198,1157.6520852,65.125659872
21.92572504,8728.17016,76.808774905,6005.00447,750.164872825,55.39346062,702.315253914,237.456245681,66.124663932,65.649060558,4.512967071,42823.1531731,9289.39003879,1725.39514869,117.987661622
5.60827172,7258.6984,68.70464002,4842.66448,539.318112128,42.059918572,604.2535273,170.808829656,48.433532616,50.76982682,3.161242628,46323.0506911,7397.00706986,1334.00226737,89.356961548
8.6970491,5366.46195,53.59886223,3637.0829,452.744562355,32.738389975,521.14122515,152.38299972,47.47674894,50.82739763,2.26769704,36831.2736644,5498.46075328,1169.47465721,81.412887155
6.76410165,5312.86965,57.48466005,3952.33965,469.48352922,36.53884719,510.26360193,156.716049375,45.691812765,43.589340405,2.80450584,41849.3404476,4734.1047231,1162.98512559,77.330937915
7.1639568,5710.50018,74.696648796,4188.15936,618.494929206,47.78496954,479.92999824,199.007372256,51.070286652,56.894216148,3.516997638,52660.7672634,5863.77142844,1340.98984589,102.164912388
5.7996406,4091.7097,35.530123135,3074.60855,363.37278627,26.30047121,488.311260905,117.62050677,32.51860482,34.017622145,1.844598665,21488.3602515,4114.05629453,993.032807975,57.745876175
8.63526552,7353.32445,96.823605096,4550.08527,685.553315361,55.083419736,699.043616226,208.118874921,59.749731261,62.72995656,4.559061159,67206.2989179,7585.23656545,1614.54539871,113.2573071
19.24444678,7306.64779,64.84618452,4860.19183,603.666028446,47.290094384,548.342145195,195.47736845,48.074621465,57.583583005,4.167029308,37405.5638485,7403.32432977,1392.14695478,102.667588244
6.60747266,7218.29432,85.904396344,5059.49996,665.906617172,57.61387041,591.743663486,217.287114958,54.35894403,64.235009856,4.842225954,62778.4774374,7090.07392832,1498.8659855,117.78398763
15.23934976,10489.58532,118.201459812,6472.96394,1071.82632929,87.232118398,1070.15701894,346.089894052,90.654392605,105.346078233,6.927575299,83375.4061719,11244.1602821,2552.68319765,187.903626351
14.79758894,7293.75062,68.156651634,4920.99542,629.74158818,52.33902512,492.308641052,204.14098228,53.3004853,68.354381234,3.969668882,47314.584741,7447.8489593,1364.45114763,117.282323592
5.1916152,3787.5434,30.28428929,2469.7331,296.72602358,22.74941362,264.76228924,104.9430867,29.65842893,34.82429839,1.38668679,18966.1410932,3744.4338836,683.47415043,55.22952257
14.1945515,9730.17663,89.158867128,5260.77714,898.950493273,69.881158805,1114.48458295,297.262799975,84.004611932,96.521694045,5.537633702,58856.8289887,9565.15504519,2342.09069703,160.311757255
21.6746592,8872.4534,97.79164439,6297.3672,767.375382495,70.34805985,799.89133766,235.659135635,57.62640177,75.810964875,5.370763315,65430.1342913,9868.57790009,1854.21949818,143.476541565
10.41874018,7493.70014,121.358155138,5298.54814,684.869862784,63.596022986,602.404861994,209.964368042,56.248849242,75.446825452,5.634406396,92553.9322785,7771.3136048,1535.98599517,135.833536214
7.2487879,7360.50302,71.57003773,4697.113,667.942417398,54.888431334,601.377978738,212.54563274,61.42300416,68.864246744,4.573464674,50958.1679868,7292.30119314,1524.07733307,119.666697564
12.49704869,5922.4474,51.396744461,3594.549,503.47820829,39.024135634,449.755619457,169.969447648,47.201049933,58.374277577,2.518238328,34349.623729,5914.95772924,1153.34836149,92.897182018
5.89861796,7462.32528,94.664969534,5497.12554,727.318914404,66.040069358,506.380654418,219.973168808,59.074930556,69.957186382,4.458980854,74324.3703713,7153.34878853,1477.47942689,131.099048216
8.60165229,6136.25061,58.536728103,4148.83497,582.015718389,48.343046871,363.675888177,194.377635312,50.778259959,66.524126403,2.990557395,42042.5298594,5943.03858977,1175.76096263,110.649994686
7.48856484,6514.86456,56.144305548,3909.33396,601.821720972,49.445704368,574.71776676,196.97499918,51.641616492,64.275429528,3.406290084,39151.6048697,6117.78398029,1404.98846611,108.91429326
14.63878656,7561.17504,74.634365952,4928.44032,654.595296768,55.757804544,603.906361344,217.786263552,56.798931456,74.30881536,3.436964352,45626.4632632,7593.56573645,1504.39785984,124.9327872
11.86853508,7282.86372,76.89331053,4707.86706,690.797397762,59.667938136,609.701221674,217.83494178,61.029420408,78.905984796,4.123993788,54707.3599262,7576.86879594,1542.60318245,132.89115636
19.474056,8209.24194,72.515588694,5098.02966,841.89821598,66.771205842,849.928018404,255.657725508,79.186612044,89.563733718,5.557988316,40532.1755317,8381.92048106,1979.66506927,149.2315458
6.86175948,2365.5728,12.830994736,1626.3313,157.182882236,11.342601904,116.407280112,49.399073996,15.824723016,14.834618914,0.527618636,6323.93819245,2461.43859674,330.037204764,24.869922174
12.88762048,9333.46592,103.058899232,5983.53808,773.2267472,73.050983296,857.606826768,257.607012368,63.43525776,105.089278608,6.360595472,66066.5876715,9907.95781707,1894.69388658,171.27763448
6.79778636,4940.3579,37.673105536,3488.3858,502.664339672,37.882226046,556.677519154,163.743003072,47.784675768,53.575396196,2.301604076,21211.1672977,4895.25909866,1253.49774166,88.270406504
4.66906956,2775.11652,15.489007557,1882.07013,251.817875556,18.245842677,292.245089295,79.612480569,25.766262195,25.084365975,1.138748406,9025.50332277,2825.03607647,633.441277893,40.938635904
9.12210092,3734.37565,25.390512558,2438.87772,272.143342444,23.025200168,244.337642696,88.400090512,24.616455662,30.71913619,1.469311608,16683.3954101,3820.3712764,611.923771473,51.359074048
8.74690832,5321.4744,40.22338696,3325.28496,515.567864544,34.212921664,560.793097952,169.775572384,55.536672176,50.51666312,2.157615984,22395.5445122,5173.76877275,1292.08538696,81.903007696
9.27769368,7040.1925,97.401703255,4795.01111,583.66011902,46.211311556,738.69795822,183.208081459,50.385505691,58.025010578,4.301941628,66216.79655,7673.45448728,1522.41346735,101.084875964
5.73123304,4554.48968,33.724170896,3128.22744,471.924761256,31.147041328,559.743855216,153.355073768,46.905236768,38.599338544,1.664845416,21187.3715515,4698.72945942,1239.31561,68.4906222
17.03508352,8616.99108,77.728126022,5756.36064,762.319695022,56.655692608,792.55696827,244.391146438,67.60506274,69.919599414,4.668853076,44451.7616993,8775.01458699,1836.83040289,123.286737008
5.20287168,7075.79952,69.28243536,4657.15296,555.755176032,43.774323792,691.623772416,178.42882848,50.1478416,54.643928064,3.365177136,47938.6575145,7055.28288034,1446.20600093,94.931480112
8.19732402,5392.43862,53.05412871,3542.32878,474.518066454,34.326781938,587.456126946,161.587590354,50.579699676,55.677160944,2.33492778,36915.2098736,5389.55125982,1268.44998087,87.59880009
6.15634395,5226.65665,56.952643998,3775.43745,482.468480431,38.181803905,567.59223689,162.997766002,46.893654165,46.543094027,2.988151034,43129.7541344,4490.59350995,1236.68025035,81.800917997
7.03298493,5604.80451,75.61319841,4093.96413,636.227742234,49.809284619,543.730098939,206.774119551,54.158805792,61.481559804,3.636349407,54892.9938528,5754.80202875,1437.01814739,108.648021813
5.3302093,3988.5014,35.570074735,2988.04675,378.54107707,27.520160265,551.734092975,123.74109189,34.674160105,37.12236086,1.92799763,21980.6631767,3991.64592385,1086.17114073,62.22528286
7.45452611,7341.7531,96.086977351,4405.05186,711.301261188,57.866823368,805.732776782,217.437410432,63.158639325,68.493493145,4.817939166,67818.9057126,7419.60905446,1764.76319948,121.963550017
7.26637691,7077.60716,65.235050205,4673.93901,618.687318379,49.114113555,627.404957127,202.920937232,50.616217379,62.619708242,4.297154589,37995.6840114,7068.02873119,1491.39428685,109.440395181
6.35363814,7006.29456,85.086594345,4931.18184,685.522412268,60.25915365,673.186648104,224.569033254,56.677352904,69.696732831,4.99812096,63157.2404556,6870.83014177,1613.30001003,125.957668626
13.01460662,10276.3384,117.280905111,6353.78484,1106.86503567,91.654286226,1228.73708294,361.859638849,94.7428272,115.277645729,7.273015842,83465.6310876,10926.7438358,2785.52653122,203.175742288
9.84653568,7058.66112,66.244397712,4762.61904,647.298008256,54.891964896,552.343445616,212.363873088,57.051826224,74.804754384,4.098521616,46298.5921769,7045.86729672,1457.24353474,126.298873584
5.19680612,3729.0667,29.979572956,2398.01549,307.432619289,24.092557729,298.770037157,109.60801958,31.068566598,38.186041129,1.44252509,19195.5355276,3613.52681023,735.787591564,59.86014649
13.17706595,9609.58575,89.49350682,5187.92015,927.063744635,73.696604002,1281.15524804,310.716973718,88.020790698,106.495062283,5.83358382,60329.4210026,9371.04065934,2562.97952424,174.502289059
13.06446764,8616.08048,96.733809508,6095.93796,801.346741776,74.956544054,909.62347525,251.020229684,61.868888662,83.646459218,5.63828496,65982.255825,9405.13374689,2034.66299719,155.8308465
9.4940324,7211.07432,119.676668706,5169.58296,706.5096712,67.15655953,695.909007798,218.079296198,59.32672674,82.46500079,5.918129792,91164.8922278,7486.19491531,1665.38581526,146.434199616
7.31722508,7119.18776,72.651260312,4628.48762,685.248988558,57.498612498,691.337112784,221.403692608,64.46622554,75.627659674,4.774984458,52560.5638568,7116.30809425,1645.13892533,128.999986884
11.57958285,5987.49162,50.940750245,3481.57746,529.016965428,41.568905157,515.335598427,180.686681076,50.393351783,64.941347431,2.603138152,34796.551979,5750.78012704,1265.53646098,102.337494706
5.62085664,7160.40384,93.698955696,5331.05952,742.916953776,69.248833056,567.985450368,230.025256512,60.66721584,76.101327456,4.71071256,74179.1067815,6834.00051379,1569.96231336,140.347537728
7.65391989,6113.07324,57.474418601,4012.49046,607.697550059,51.51459147,415.334480771,206.885391735,54.178893521,74.230654232,3.056955898,42030.5566522,5741.84890122,1272.3668044,121.092727375
6.73275987,6421.34637,56.253942249,3817.92951,634.448121384,53.449559877,656.020564965,212.017369506,55.313681088,72.073748049,3.554473689,40533.8817778,5924.09769431,1541.03966998,120.473219001
11.92286922,7392.56967,74.893544523,4796.50044,681.915829968,59.771868645,693.628180686,229.886448405,59.823887718,82.571608542,3.585896943,47155.0083319,7339.70608078,1643.62564658,137.164038219
11.01301647,7131.6891,76.47792333,4641.15219,720.976665453,63.929038737,702.034810335,230.025855705,65.586434397,87.961497978,4.29678714,55476.1366912,7399.18587222,1684.64671052,146.32626402
16.6059829,8169.6892,73.44096204,5016.8012,868.44329405,70.290856,983.32989617,267.8216075,81.28539375,98.58014358,5.86900828,41952.1160672,8116.17796757,2163.69651411,161.95296055
6.21354675,2310.40047,12.585968496,1580.75826,163.015016268,11.923776234,132.375158136,52.187798925,16.427099184,16.126930932,0.554224395,6400.51185225,2329.39450322,356.222755053,26.722007124
11.48843966,9031.63882,103.951632862,5843.28438,796.610966462,77.736409606,988.352993906,268.406406212,66.699704294,116.53953662,6.694325068,67463.0045769,9599.28631185,2064.41499706,187.031736702
6.21331074,4719.34008,37.29812814,3435.40197,514.826672724,39.497625531,624.312440388,170.846503191,50.022813204,58.538445966,2.372271993,21016.4097952,4712.26928854,1344.4857456,94.79042937
3.91857522,2738.52376,15.36946187,1837.2606,263.991862344,19.419478918,330.720436088,85.35903607,27.348949418,27.836051992,1.206467794,9134.9952583,2739.76797847,694.561653464,44.9808926
5.21806725,3653.2705,25.323648185,2347.81855,283.466983525,24.78214123,275.82641141,93.44816569,25.86515514,34.183514915,1.525770345,17457.1558273,3660.85359233,662.740798885,56.57382379
8.98974816,5309.65488,39.1519149,3396.61746,502.91071785,33.403806102,502.458514506,163.853097864,53.773495848,47.758376592,2.105189892,20916.9252184,5268.80380764,1207.98077389,78.195362106
10.02531244,7250.17488,95.697188236,4915.3728,561.29205223,44.513308866,657.671248442,174.069479415,47.739534284,54.505852154,4.064654893,63161.5499812,7898.60420354,1411.24449232,95.833641033
11.50713304,4532.92632,33.580466504,3206.77968,464.538078264,30.728404096,505.985474592,148.102239272,45.674122936,36.428524288,1.594764496,20690.8245136,4801.32191937,1175.70831872,65.741139776
21.10380285,8748.64509,76.855574745,5952.35465,753.282327167,55.666069688,719.070474131,238.780973652,66.381770553,66.49087268,4.53080951,42994.6014619,9188.07950016,1745.65713942,119.000878158
5.4784422,7216.2846,68.66914698,4816.1547,543.26860812,42.42666708,620.76737205,172.643251095,48.76502337,51.560141535,3.188252025,46541.6794619,7319.33891924,1356.58335488,90.48595689
8.75834825,5353.4591,53.64827306,3627.79515,457.594625405,33.074978035,533.01914287,154.511194755,48.10534386,51.866696855,2.275684505,36920.3576758,5468.76614474,1189.76597614,82.798619455
6.5396142,5340.08025,57.48466005,3902.45355,473.10843465,36.961745265,518.842423845,158.58881892,46.06028964,44.18729334,2.82854187,42272.2441915,4679.7313684,1175.6722946,78.29759448
7.40734764,5657.68896,74.818803444,4188.15936,622.777230306,48.219399228,490.880519514,200.842676958,51.810332574,57.897399714,3.533529846,53095.1207196,5838.07739222,1360.5662763,103.633064304
5.66480395,4096.70365,35.614354425,3051.30345,367.320170815,26.610928435,500.72971637,119.08406705,32.939927735,34.62971395,1.860579305,21612.5448062,4083.89716462,1012.99096268,58.588522005
8.11972728,7387.8471,96.76238493,4510.9596,690.458983926,55.592283597,719.279182599,209.651680581,60.510150165,63.894980922,4.585988826,67512.8971043,7548.44462659,1647.04479127,115.158124209
16.50602694,7243.72454,64.80591364,4845.09025,607.823745113,47.692551491,563.564537835,197.15364383,48.591095501,58.669889993,4.179865651,37465.9170613,7336.2650087,1410.92350428,103.94165821
6.60747266,7179.24636,85.904396344,5037.18684,670.14248409,58.119262578,606.680344928,218.847917702,54.804927516,65.334767758,4.853940342,62882.513754,7042.51462869,1520.41627571,119.34451146
14.803803,10411.22484,118.201082544,6469.8102,1079.33572084,88.149832416,1101.03919261,349.010386524,91.48906908,107.349346656,6.965150148,83475.31058,11177.3440468,2597.75161204,190.991616876
13.39865202,7256.67632,68.222643888,4893.8076,634.08793195,52.905520424,502.58168242,206.182293238,54.005144162,69.67126037,3.987217384,47307.9996038,7375.41195615,1382.88967999,119.126152112
5.1730358,3770.2911,30.27725566,2460.4434,299.13046336,23.03938497,270.24281411,106.0392713,29.91309942,35.49965958,1.39305687,19072.2156654,3716.14727794,693.02077699,56.18423831
13.82272962,9828.15672,89.29252202,5205.50632,906.982850805,70.885329112,1149.29113061,300.877260372,84.874876116,98.730516997,5.728318031,59325.3808333,9498.2190674,2374.22012716,163.323765714
21.0705513,8841.9429,97.87280232,6260.7546,776.398557765,71.40494357,821.02657122,239.560818375,58.626230855,77.460972715,5.417139275,65641.4875422,9771.0300346,1888.36135789,146.159024725
10.2486159,7414.12588,121.285166334,5293.06026,690.206826084,64.31246572,621.339419964,211.792106476,56.906846054,76.909071078,5.67446792,92700.1472373,7712.82762128,1563.03548129,137.953504258
7.42143854,7294.48954,71.502500862,4694.57402,672.339422962,55.395719538,618.56027199,214.371921054,61.964314696,70.14947842,4.58920635,51066.402673,7258.47791717,1548.43021364,121.62856741
12.49362531,5922.4474,51.442275415,3580.85548,508.950823558,39.530282367,461.521776517,172.477758174,47.748277226,59.69690044,2.528850806,34445.3939827,5883.0343684,1176.150811,94.767032174
5.92578662,7462.32528,94.745268018,5451.84444,731.420778316,66.659514806,516.755761924,222.466346174,59.259979318,71.107326322,4.487055136,74372.6276471,7083.37560282,1495.1737714,132.788033246
8.48425221,6115.28631,58.480753422,4136.25639,588.718214742,48.951850143,374.958874437,197.72898831,51.70006023,68.25556794,2.992653825,42064.8721429,5915.11078788,1199.22022397,112.995899856
7.422129,6494.10336,56.19953034,3896.87724,609.565856184,50.330754324,589.652543592,200.625648588,52.416009252,65.990304648,3.42455994,39461.366126,6073.53231294,1434.30514902,111.569443128
13.90611456,7536.75264,74.634365952,4904.01792,661.75301376,56.668760064,620.954661888,220.909644288,57.482025984,76.195934208,3.457234944,45951.8089513,7535.00350771,1533.67909632,127.730617344
11.99067681,7236.17461,76.892964435,4707.84587,698.489472527,60.614570898,627.45654314,220.912168225,62.035367233,80.858974658,4.148858602,54979.4062524,7535.39876161,1573.37697534,135.909444944
19.3349556,8241.6987,72.701055894,5067.89124,849.310180794,67.574278818,874.635263286,258.313847646,79.55731461,91.354883202,5.593690752,40766.8940103,8326.32923803,2016.1082149,151.887667938
6.84657506,2363.97444,12.788398442,1616.74114,158.673352936,11.463997346,119.5373485,50.059196676,15.967376646,15.10929708,0.530415766,6321.80893717,2435.88729369,335.786186012,25.27446709
12.43039648,9379.18832,103.383833088,5919.52672,779.074032528,73.96055424,883.594829296,259.962020784,64.07689544,107.363205968,6.419120144,66277.7407255,9834.86629325,1926.36701232,173.957881568
6.68272442,4944.01066,37.721687244,3462.81648,505.58399074,38.227777142,568.356123426,165.446102422,48.237252732,54.597255806,2.307996406,21225.765553,4852.92434081,1271.01564807,89.632885984
4.41952845,2779.68687,15.484162986,1870.18722,254.009724009,18.460192092,298.820634654,80.805798954,26.082896043,25.668822333,1.148254734,9044.98635919,2805.55313145,644.887536654,41.815411848
8.7904335,3741.85687,25.390512558,2417.68093,274.76775442,23.410607685,249.619758077,89.595963529,24.848996917,31.456659795,1.477042202,16872.7529436,3783.82863388,621.890003383,52.455322152
9.6416864,5358.94436,38.062424292,3450.97684,492.514655608,32.73929676,450.273205304,157.613733968,52.010277956,45.22171594,2.050046596,19465.4069905,5381.93180391,1134.72837494,74.940007544
11.712549,7370.58548,94.06136892,5063.91736,543.768719964,43.122149256,580.260926456,167.1822363,45.714270756,51.4712126,3.827891424,60058.7434416,8144.25220793,1305.53601013,91.401148228
11.48710992,4540.62752,33.53949612,3254.52712,459.61377696,30.424822792,450.17518624,143.83454228,44.97654824,34.46287,1.530690512,20157.3443688,4920.32902504,1092.40336015,63.03278176
21.788325,8830.575,76.30272,6122.025,749.0764125,55.0429425,641.99889,235.898325,65.0025675,63.27243,4.4258175,41623.15599,9577.768005,1656.8214975,114.71499
7.11572434,7428.32876,68.161804267,4940.73935,532.477652916,41.19225531,551.464397646,166.787439101,47.530442385,48.554089401,3.011864111,45095.4322437,7622.95627189,1271.1984562,86.393529847
8.8419856,5420.36008,54.143601612,3670.53856,443.0466356,31.936843324,479.422861568,147.979173792,45.863713668,48.209626192,2.201394356,36781.9806006,5577.67646489,1116.03022126,78.196403028
7.60539624,5385.455,58.191712012,4058.9324,465.377461212,35.862368424,472.627077288,153.99793606,44.767530056,41.903828532,2.68252348,41505.1590579,4886.37161992,1117.07488548,75.277096344
7.21223856,5774.8424,74.024294928,4259.3768,611.648345408,46.751424912,440.352513248,195.093693632,49.639075728,54.380186896,3.447913856,51407.0957368,5951.91766688,1287.77745594,98.617546224
6.2624133,4125.0027,35.640988825,3141.19455,356.454001475,25.62628796,445.733841995,114.427208675,31.405453365,32.372282085,1.751045335,21120.2417146,4207.19479375,939.36732188,55.528229445
9.17389858,7406.32354,97.62169648,4621.47224,675.134722801,53.710345304,632.823855587,203.398864515,58.088545823,59.535747887,4.399834901,67329.5231853,7671.15070052,1529.93769459,108.597923203
22.00057254,7377.15114,64.21594869,4978.50732,598.102465752,46.27771731,500.396868504,191.722618926,46.921550562,54.78749145,4.044470886,36761.9426392,7631.35553596,1329.78724321,98.979672276
6.9394052,7274.1032,86.6477339,5173.87325,658.106357545,56.187147835,540.544800705,213.721128985,53.058837195,61.0991199,4.7025069,62540.9043318,7244.66818439,1431.99061051,112.954159955
20.5690641,10558.6818,119.288352534,6567.06144,1055.14818443,84.729191706,979.184265186,337.831133814,88.31851689,99.754791204,6.666381978,83560.3860482,11453.0319133,2428.34329014,179.725683192
17.05239628,7313.81948,70.135055,5054.6674,622.720687704,50.95821538,454.857531484,200.131955164,51.787971784,64.695540796,3.86700594,48231.8773235,7718.154066,1311.16416304,112.216088
5.30980712,3816.79712,30.546453752,2522.85512,292.664332408,22.102785464,242.596341592,102.787832816,29.018938632,32.887228008,1.341851032,18909.8529904,3822.27958543,653.075884712,52.613805112
17.0334618,9697.5166,88.891054882,5346.19568,886.232677591,67.806241976,1017.42726441,290.03362795,82.063601226,90.965971711,5.420560056,58107.1456355,9705.72079954,2212.90419959,153.015757784
22.00438896,8915.25576,98.442791092,6440.82988,751.775128112,67.739467944,725.680766412,228.263804228,55.700211372,71.543859596,5.126119508,65251.9382856,10185.7080808,1749.37302585,136.324390156
11.80172895,7680.31605,123.040089975,5380.88595,676.09940178,61.615122855,548.16108666,206.09040144,54.823297815,71.63081475,5.434941765,94381.9606207,7954.11094813,1466.53920006,129.98530182
8.14006606,7368.20702,70.353174189,4806.34593,660.847175275,53.319717802,548.958590397,208.015757379,59.854367839,64.806199042,4.407975261,49599.0578799,7407.38800672,1457.12463615,114.32400327
12.0195574,5953.2926,51.898744,3637.3625,492.99202327,37.77482262,409.35219915,165.2731935,45.46840061,54.68059884,2.45492014,34089.87486,6015.32375215,1090.41999864,87.83554316
6.3454125,7625.3625,95.791276875,5620.9125,722.817046875,64.4237475,465.604453125,215.309023125,57.67563375,66.305938125,4.31258625,74686.5481031,7344.7938375,1427.61819375,126.11311125
9.80519019,6327.14646,59.710819952,4169.87883,571.972572455,46.584401988,336.648217542,189.465960486,49.343775802,62.559503388,2.930236119,42082.431618,6077.20803201,1126.07085134,104.507771618
7.96622592,6498.3808,56.145387264,3996.608,587.451340544,47.399978496,524.391510016,190.23023616,49.933308928,60.128084992,3.281786112,38483.0409183,6234.06445517,1326.46734387,102.610470912
17.77232602,7597.87086,74.30942389,5028.61334,642.757894416,53.604432062,549.903657668,212.387233284,55.562880356,69.94998979,3.32757925,44715.8619605,7769.31604664,1428.92944787,118.491861098
13.13948864,7314.03392,77.426780768,4772.34048,678.964523776,57.413166688,555.54331184,213.101443456,59.171245376,74.052816032,3.983171328,54411.8784192,7719.00455747,1466.84772109,125.84826256
19.85228794,8248.79604,72.146362734,5142.16684,831.411871488,64.857607852,770.260425904,249.670747122,77.64370539,84.376512748,5.31024939,39593.9847491,8548.84170695,1875.92714603,142.068935372
6.961032,2369.628,12.9718152,1665.5328,154.80192312,11.03631264,107.1263664,47.97373824,15.53772672,14.08126464,0.5086908,6253.8287112,2548.80248616,315.77894496,23.7845916
14.28677279,9400.55628,102.734607229,6129.86987,761.6157562,70.021951606,778.751653489,251.598085519,61.941252936,98.267818911,6.107923046,64921.7005238,10135.386852,1798.86868581,161.776440861
7.72924016,4940.3579,38.183944022,3576.05204,498.28486307,37.035516278,514.342761306,160.580078188,46.665470104,50.850437236,2.239872432,21435.0062388,5012.04459347,1202.40403061,84.864207804
6.32726176,2793.42848,15.60608784,1908.59904,245.975637312,17.627484352,268.624894368,76.934365872,24.865444016,23.628236736,1.09643896,8954.97539709,2871.33963176,598.865544928,38.893372736
9.32292176,3731.91184,25.44383328,2506.2288,266.331822368,22.01553672,224.44027032,85.776366464,23.985482432,28.785845744,1.418201312,16231.7251122,3926.7087852,583.358793024,48.568968512
10.1833025,5416.7225,37.06338475,3496.85,484.379588,32.174415,399.579278,151.87176025,50.6992325,42.974589,1.98862125,18013.854383,5513.1530615,1065.092301,72.00116
15.04338264,7531.93188,92.083883562,5184.2835,526.447476522,41.69700018,505.37035593,160.0215507,44.138861712,48.702311262,3.585220056,56873.7894113,8437.62031913,1201.86642748,87.104667276
11.48094896,4512.9032,33.198949056,3317.67696,453.04773384,30.034988048,398.222428968,139.156217304,43.786404792,32.505378984,1.462149832,19611.5530857,5035.23246928,1017.71604438,60.32426972
21.98437516,8769.17998,75.702768812,6323.87162,743.701927562,54.271513043,568.900989954,231.612821836,64.394972653,60.225663399,4.296254688,40189.356014,10014.2180915,1575.77805976,111.052684666
9.04712045,7582.09626,67.435884727,5075.92468,522.392126472,40.028275762,486.958940145,161.42553159,46.656119376,45.893670982,2.849511788,43656.1996741,7912.465573,1190.75205733,82.795060575
9.08165973,5481.68907,54.688161099,3716.99757,431.81443734,30.986682441,429.785227872,142.634812749,44.23059927,45.052202481,2.13806307,36628.7544763,5676.68989559,1044.27328477,74.039396574
9.04533673,5471.64641,58.49423572,4183.66665,459.519205631,34.865702806,424.599081145,151.21970816,43.462740947,39.723064503,2.525392709,40623.2782284,5088.78444903,1062.70597754,72.317115683
7.5085413,5940.24353,73.229861861,4312.24482,603.213934999,45.479716854,389.947711322,190.32430053,47.584174989,51.120307589,3.370347682,49682.5514352,6079.2452286,1217.43970838,93.846892633
6.8117478,4276.48585,35.694257625,3182.8108,347.805478865,24.814771085,396.19302567,110.346818595,30.29663,30.1900924,1.668145765,20605.762988,4339.36251041,874.170472305,52.55666273
11.06820204,7526.1012,98.113431396,4688.27772,657.973885452,51.644474684,548.883854104,197.024123176,56.059557232,55.293137752,4.169736252,66778.512272,7849.08141636,1412.83470098,101.854156864
22.71034962,7369.60032,63.82708146,5139.59148,589.653098172,45.023777802,436.221190854,186.82742232,45.493187112,51.126098832,3.913590006,36111.4669309,7933.12254709,1251.32767936,94.151426274
7.55304528,7399.64148,87.316885128,5293.82568,647.33335524,54.307455444,476.415303936,208.891627956,51.468648396,56.975008068,4.539078984,62006.0809302,7483.23623111,1351.7385024,107.455457076
20.97044067,10568.24987,120.041595151,6701.89341,1031.79111222,81.482992416,859.825979069,327.401749093,85.899223721,92.577304887,6.350036173,83561.7195409,11753.7364845,2265.59934947,169.043433475
18.11102514,7361.07996,71.98187022,5183.40654,610.298784732,49.063649544,407.524514124,193.751880426,49.61684286,59.850919206,3.745301664,49109.7297068,8041.16662752,1240.75007074,105.503209968
5.88188448,3924.35298,30.773191464,2561.3802,286.374781476,21.197876364,216.257330286,99.571730922,28.036363356,30.36297249,1.29661578,18758.0931104,3931.9508565,615.251354166,49.290775884
18.35493686,9571.9011,88.422509067,5476.8358,871.506772526,65.175602175,885.563398207,283.005440725,79.453059905,83.66997224,5.137925181,56842.0551025,9913.22228045,2068.32251771,143.176044438
