FOREST_COVER1,PCP1,FOREST_COVER2,PCP2,FOREST_COVER3,PCP3,FOREST_COVER4,PCP4,FOREST_COVER5,PCP5,FOREST_COVER6,PCP6,FOREST_COVER7,PCP7,FOREST_COVER8,PCP8,FOREST_COVER9,PCP9,FOREST_COVER10,PCP10,FOREST_COVER11,PCP11,FOREST_COVER12,PCP12,FOREST_COVER13,PCP13,FOREST_COVER14,PCP14,FOREST_COVER15,PCP15,FOREST_COVER16,PCP16,FOREST_COVER17,PCP17,FOREST_COVER18,PCP18,FOREST_COVER19,PCP19,FOREST_COVER20,PCP20,FOREST_COVER21,PCP21,FOREST_COVER22,PCP22,FOREST_COVER23,PCP23,FOREST_COVER24,PCP24,FOREST_COVER25,PCP25,FOREST_COVER26,PCP26,FOREST_COVER27,PCP27,FOREST_COVER28,PCP28,FOREST_COVER29,PCP29,FOREST_COVER30,PCP30,FOREST_COVER31,PCP31
21.626,918.9,25.346,918.901,38.815,918.9,24.897,918.9,45.149,918.9,69.484,918.9,20.681,918.9,30.595,918.9,13.757,918.9,49.112,786.5,26.877,918.9,25.336,786.5,52.871,918.9,10.659,918.9,12.717,786.501,13.623,786.5,21.371,786.5,7.087,786.5,12.269,786.5,3.579,918.901,32.557,786.5,27.761,918.9,9.01,786.5,23.02,786.501,14.384,867.601,9.244,806.4,35.64,806.4,18.968,806.399,33.893,806.4,47.296,806.401,44.797,806.399
21.626,949.4,25.346,949.401,38.815,949.4,24.897,949.4,45.149,949.4,69.484,949.4,20.681,949.4,30.595,949.4,13.757,949.399,49.112,930.1,26.877,949.4,25.336,930.1,52.871,949.4,10.659,949.4,12.717,930.101,13.623,930.1,21.371,930.101,7.087,930.1,12.269,930.1,3.579,949.401,32.557,930.1,27.761,949.4,9.01,930.1,23.02,930.101,14.384,916.701,9.244,901.5,35.64,901.5,18.968,901.499,33.893,901.501,47.296,901.501,44.797,901.499
21.626,1201.7,25.346,1201.701,38.815,1201.7,24.897,1201.7,45.149,1201.7,69.484,1201.7,20.681,1201.7,30.595,1201.7,13.757,1201.7,49.112,1140.4,26.877,1201.7,25.336,1140.401,52.871,1201.7,10.659,1201.7,12.717,1140.401,13.623,1140.4,21.371,1140.401,7.087,1140.4,12.269,1140.4,3.579,1201.7,32.557,1140.4,27.761,1201.7,9.01,1140.4,23.02,1140.401,14.384,1171.001,9.244,1088.3,35.64,1088.301,18.968,1088.299,33.893,1088.301,47.296,1088.301,44.797,1088.299
21.626,946.0,25.346,946.0,38.815,946.0,24.897,946.0,45.149,946.0,69.484,946.0,20.681,946.0,30.595,946.0,13.757,946.0,49.112,966.4,26.877,946.0,25.336,966.4,52.871,946.0,10.659,946.0,12.717,966.401,13.623,966.4,21.371,966.4,7.087,966.4,12.269,966.4,3.579,946.0,32.557,966.4,27.761,946.0,9.01,966.4,23.02,966.401,14.384,970.901,9.244,866.7,35.64,866.7,18.968,866.699,33.893,866.7,47.296,866.701,44.797,866.699
21.626,1056.7,25.346,1056.7,38.815,1056.7,24.897,1056.7,45.149,1056.7,69.484,1056.7,20.681,1056.7,30.595,1056.7,13.757,1056.699,49.112,1158.6,26.877,1056.7,25.336,1158.6,52.871,1056.7,10.659,1056.7,12.717,1158.601,13.623,1158.6,21.371,1158.6,7.087,1158.6,12.269,1158.6,3.579,1056.7,32.557,1158.6,27.761,1056.7,9.01,1158.6,23.02,1158.601,14.384,1001.101,9.244,932.5,35.64,932.5,18.968,932.499,33.893,932.5,47.296,932.501,44.797,932.499
21.626,1171.4,25.346,1171.401,38.815,1171.4,24.897,1171.4,45.149,1171.4,69.484,1171.4,20.681,1171.4,30.595,1171.4,13.757,1171.399,49.112,1120.9,26.877,1171.4,25.336,1120.9,52.871,1171.4,10.659,1171.4,12.717,1120.901,13.623,1120.9,21.371,1120.9,7.087,1120.9,12.269,1120.9,3.579,1171.4,32.557,1120.9,27.761,1171.4,9.01,1120.9,23.02,1120.901,14.384,1166.001,9.244,1166.0,35.64,1166.0,18.968,1165.999,33.893,1166.001,47.296,1166.001,44.797,1165.999
21.626,904.2,25.346,904.201,38.815,904.2,24.897,904.2,45.149,904.2,69.484,904.2,20.681,904.2,30.595,904.2,13.757,904.2,49.112,942.7,26.877,904.2,25.336,942.7,52.871,904.2,10.659,904.2,12.717,942.701,13.623,942.7,21.371,942.7,7.087,942.7,12.269,942.7,3.579,904.2,32.557,942.7,27.761,904.2,9.01,942.7,23.02,942.701,14.384,948.401,9.244,948.4,35.64,948.4,18.968,948.399,33.893,948.401,47.296,948.401,44.797,948.399
21.626,1082.7,25.346,1082.701,38.815,1082.7,24.897,1082.7,45.149,1082.7,69.484,1082.7,20.681,1082.7,30.595,1082.7,13.757,1082.7,49.112,920.2,26.877,1082.7,25.336,920.2,52.871,1082.7,10.659,1082.7,12.717,920.201,13.623,920.2,21.371,920.2,7.087,920.2,12.269,920.2,3.579,1082.7,32.557,920.2,27.761,1082.7,9.01,920.2,23.02,920.201,14.384,1025.601,9.244,1025.6,35.64,1025.6,18.968,1025.599,33.893,1025.601,47.296,1025.601,44.797,1025.599
21.626,1071.8,25.346,1071.801,38.815,1071.8,24.897,1071.8,45.149,1071.8,69.484,1071.8,20.681,1071.8,30.595,1071.8,13.757,1071.8,49.112,945.0,26.877,1071.8,25.336,945.0,52.871,1071.8,10.659,1071.8,12.717,945.001,13.623,945.0,21.371,945.0,7.087,945.0,12.269,945.0,3.579,1071.8,32.557,945.0,27.761,1071.8,9.01,945.0,23.02,945.001,14.384,948.701,9.244,948.7,35.64,948.7,18.968,948.699,33.893,948.701,47.296,948.701,44.797,948.699
21.626,1205.4,25.346,1205.401,38.815,1205.4,24.897,1205.4,45.149,1205.4,69.484,1205.4,20.681,1205.4,30.595,1205.4,13.757,1205.399,49.112,1182.8,26.877,1205.4,25.336,1182.801,52.871,1205.4,10.659,1205.4,12.717,1182.801,13.623,1182.8,21.371,1182.8,7.087,1182.8,12.269,1182.8,3.579,1205.401,32.557,1182.8,27.761,1205.4,9.01,1182.8,23.02,1182.801,14.384,1070.401,9.244,1070.4,35.64,1070.4,18.968,1070.399,33.893,1070.401,47.296,1070.401,44.797,1070.399
21.626,868.1,25.346,868.1,38.815,868.1,24.897,868.1,45.149,868.1,69.484,868.1,20.681,868.1,30.595,868.1,13.757,868.1,49.112,756.3,26.877,868.1,25.336,756.3,52.871,868.1,10.659,868.1,12.717,756.301,13.623,756.3,21.371,756.3,7.087,756.3,12.269,756.3,3.579,868.1,32.557,756.3,27.761,868.1,9.01,756.3,23.02,756.301,14.384,802.201,9.244,802.2,35.64,802.2,18.968,802.199,33.893,802.2,47.296,802.201,44.797,802.199
21.626,994.6,25.346,994.6,38.815,994.6,24.897,994.6,45.149,994.6,69.484,994.6,20.681,994.6,30.595,994.6,13.757,994.6,49.112,900.4,26.877,994.6,25.336,900.401,52.871,994.6,10.659,994.6,12.717,900.401,13.623,900.4,21.371,900.4,7.087,900.4,12.269,900.4,3.579,994.6,32.557,900.4,27.761,994.6,9.01,900.4,23.02,900.401,14.384,876.901,9.244,876.9,35.64,876.9,18.968,876.899,33.893,876.9,47.296,876.901,44.797,876.899
21.626,1144.0,25.346,1144.001,38.815,1144.0,24.897,1144.0,45.149,1144.0,69.484,1144.0,20.681,1144.0,30.595,1144.0,13.757,1144.0,49.112,1040.6,26.877,1144.0,25.336,1040.6,52.871,1144.0,10.659,1144.0,12.717,1040.601,13.623,1040.6,21.371,1040.6,7.087,1040.6,12.269,1040.6,3.579,1144.001,32.557,1040.6,27.761,1144.0,9.01,1040.6,23.02,1040.601,14.384,1071.401,9.244,1071.4,35.64,1071.4,18.968,1071.399,33.893,1071.401,47.296,1071.401,44.797,1071.399
21.626,1007.7,25.346,1007.701,38.815,1007.7,24.897,1007.7,45.149,1007.7,69.484,1007.7,20.681,1007.7,30.595,1007.7,13.757,1007.7,49.112,970.4,26.877,1007.7,25.336,970.401,52.871,1007.7,10.659,1007.7,12.717,970.401,13.623,970.4,21.371,970.4,7.087,970.4,12.269,970.4,3.579,1007.7,32.557,970.4,27.761,1007.7,9.01,970.4,23.02,970.401,14.384,1044.301,9.244,1044.3,35.64,1044.301,18.968,1044.299,33.893,1044.301,47.296,1044.301,44.797,1044.299
21.626,1149.1,25.346,1149.101,38.815,1149.1,24.897,1149.1,45.149,1149.1,69.484,1149.1,20.681,1149.1,30.595,1149.1,13.757,1149.1,49.112,1031.6,26.877,1149.1,25.336,1031.6,52.871,1149.1,10.659,1149.1,12.717,1031.601,13.623,1031.6,21.371,1031.6,7.087,1031.6,12.269,1031.6,3.579,1149.1,32.557,1031.6,27.761,1149.1,9.01,1031.6,23.02,1031.601,14.384,1169.601,9.244,1169.6,35.64,1169.601,18.968,1169.599,33.893,1169.601,47.296,1169.601,44.797,1169.599
21.626,1301.4,25.346,1301.401,38.815,1301.4,24.897,1301.4,45.149,1301.4,69.484,1301.4,20.681,1301.4,30.595,1301.4,13.757,1301.4,49.112,1162.3,26.877,1301.4,25.336,1162.301,52.871,1301.4,10.659,1301.4,12.717,1162.301,13.623,1162.3,21.371,1162.301,7.087,1162.3,12.269,1162.3,3.579,1301.4,32.557,1162.3,27.761,1301.4,9.01,1162.3,23.02,1162.301,14.384,1133.401,9.244,1133.4,35.64,1133.4,18.968,1133.399,33.893,1133.401,47.296,1133.401,44.797,1133.399
21.626,900.5,25.346,900.501,38.815,900.5,24.897,900.5,45.149,900.5,69.484,900.5,20.681,900.5,30.595,900.5,13.757,900.5,49.112,900.5,26.877,900.5,25.336,900.5,52.871,900.5,10.659,900.5,12.717,900.501,13.623,900.5,21.371,900.5,7.087,900.5,12.269,900.5,3.579,900.5,32.557,900.5,27.761,900.5,9.01,900.5,23.02,900.501,14.384,900.501,9.244,900.5,35.64,900.5,18.968,900.499,33.893,900.5,47.296,900.501,44.797,900.499
21.626,998.2,25.346,998.201,38.815,998.2,24.897,998.2,45.149,998.2,69.484,998.2,20.681,998.2,30.595,998.2,13.757,998.2,49.112,998.2,26.877,998.2,25.336,998.201,52.871,998.2,10.659,998.2,12.717,998.201,13.623,998.2,21.371,998.2,7.087,998.2,12.269,998.2,3.579,998.201,32.557,998.2,27.761,998.2,9.01,998.2,23.02,998.201,14.384,998.201,9.244,998.2,35.64,998.2,18.968,998.199,33.893,998.201,47.296,998.201,44.797,998.199
21.626,892.6,25.346,892.6,38.815,892.6,24.897,892.6,45.149,892.6,69.484,892.6,20.681,892.6,30.595,892.6,13.757,892.599,49.112,892.6,26.877,892.6,25.336,892.6,52.871,892.6,10.659,892.6,12.717,892.601,13.623,892.6,21.371,892.6,7.087,892.6,12.269,892.6,3.579,892.6,32.557,892.6,27.761,892.6,9.01,892.6,23.02,892.601,14.384,892.601,9.244,892.6,35.64,892.6,18.968,892.599,33.893,892.6,47.296,892.601,44.797,892.599
21.626,952.9,25.346,952.901,38.815,952.9,24.897,952.9,45.149,952.9,69.484,952.9,20.681,952.9,30.595,952.9,13.757,952.9,49.112,952.9,26.877,952.9,25.336,952.901,52.871,952.9,10.659,952.9,12.717,952.901,13.623,952.9,21.371,952.9,7.087,952.9,12.269,952.9,3.579,952.9,32.557,952.9,27.761,952.9,9.01,952.9,23.02,952.901,14.384,952.901,9.244,952.9,35.64,952.9,18.968,952.899,33.893,952.901,47.296,952.901,44.797,952.899
21.626,827.8,25.346,827.8,38.815,827.8,24.897,827.8,45.149,827.8,69.484,827.8,20.681,827.8,30.595,827.8,13.757,827.8,49.112,827.8,26.877,827.8,25.336,827.8,52.871,827.8,10.659,827.8,12.717,827.801,13.623,827.8,21.371,827.8,7.087,827.8,12.269,827.8,3.579,827.8,32.557,827.8,27.761,827.8,9.01,827.8,23.02,827.801,14.384,827.801,9.244,827.8,35.64,827.8,18.968,827.799,33.893,827.8,47.296,827.801,44.797,827.799
20.194,1023.4,23.456,1023.401,37.973,1023.4,23.759,1023.4,44.363,1023.4,68.013,1023.4,18.946,1023.4,28.687,1023.4,11.886,1023.399,46.124,1181.7,25.022,1023.401,24.222,1181.7,52.343,1023.4,9.976,1023.4,12.105,1181.701,12.054,1181.699,20.325,1181.7,6.807,1181.7,11.438,1181.7,3.176,1023.4,30.973,1181.7,25.132,1023.399,8.856,1181.699,21.489,1181.701,13.486,1115.901,9.859,1030.7,33.819,1030.7,17.139,1030.699,32.957,1030.701,46.498,1030.7,43.523,1030.699
20.194,909.2,23.456,909.201,37.973,909.2,23.759,909.2,44.363,909.2,68.013,909.2,18.946,909.2,28.687,909.2,11.886,909.199,46.124,949.8,25.022,909.2,24.222,949.8,52.343,909.2,9.976,909.2,12.105,949.801,12.054,949.799,20.325,949.8,6.807,949.8,11.438,949.8,3.176,909.201,30.973,949.8,25.132,909.2,8.856,949.799,21.489,949.801,13.486,982.901,9.859,954.4,33.819,954.4,17.139,954.399,32.957,954.401,46.498,954.4,43.523,954.399
20.194,1061.8,23.456,1061.801,37.973,1061.8,23.759,1061.8,44.363,1061.8,68.013,1061.8,18.946,1061.8,28.687,1061.8,11.886,1061.799,46.124,1069.6,25.022,1061.8,24.222,1069.6,52.343,1061.8,9.976,1061.8,12.105,1069.601,12.054,1069.599,20.325,1069.6,6.807,1069.6,11.438,1069.6,3.176,1061.801,30.973,1069.6,25.132,1061.799,8.856,1069.599,21.489,1069.601,13.486,1164.301,9.859,956.3,33.819,956.3,17.139,956.299,32.957,956.3,46.498,956.3,43.523,956.299
20.194,883.4,23.456,883.401,37.973,883.4,23.759,883.4,44.363,883.4,68.013,883.4,18.946,883.4,28.687,883.4,11.886,883.399,46.124,835.4,25.022,883.4,24.222,835.4,52.343,883.4,9.976,883.4,12.105,835.401,12.054,835.4,20.325,835.4,6.807,835.4,11.438,835.4,3.176,883.4,30.973,835.4,25.132,883.399,8.856,835.399,21.489,835.401,13.486,951.001,9.859,792.2,33.819,792.2,17.139,792.199,32.957,792.2,46.498,792.2,43.523,792.199
20.194,900.0,23.456,900.001,37.973,900.0,23.759,900.0,44.363,900.0,68.013,900.0,18.946,900.0,28.687,900.0,11.886,899.999,46.124,810.6,25.022,900.0,24.222,810.6,52.343,900.0,9.976,900.0,12.105,810.601,12.054,810.6,20.325,810.6,6.807,810.6,11.438,810.6,3.176,900.0,30.973,810.6,25.132,900.0,8.856,810.599,21.489,810.601,13.486,1054.901,9.859,844.5,33.819,844.5,17.139,844.499,32.957,844.5,46.498,844.5,43.523,844.499
20.194,1025.2,23.456,1025.201,37.973,1025.2,23.759,1025.2,44.363,1025.2,68.013,1025.2,18.946,1025.2,28.687,1025.2,11.886,1025.199,46.124,1106.8,25.022,1025.2,24.222,1106.8,52.343,1025.2,9.976,1025.2,12.105,1106.801,12.054,1106.799,20.325,1106.8,6.807,1106.8,11.438,1106.8,3.176,1025.2,30.973,1106.8,25.132,1025.199,8.856,1106.799,21.489,1106.801,13.486,1108.501,9.859,1149.8,33.819,1149.8,17.139,1149.799,32.957,1149.8,46.498,1149.8,43.523,1149.799
20.194,913.1,23.456,913.101,37.973,913.1,23.759,913.1,44.363,913.1,68.013,913.1,18.946,913.1,28.687,913.1,11.886,913.099,46.124,920.8,25.022,913.1,24.222,920.8,52.343,913.1,9.976,913.1,12.105,920.801,12.054,920.8,20.325,920.8,6.807,920.8,11.438,920.8,3.176,913.1,30.973,920.8,25.132,913.1,8.856,920.799,21.489,920.801,13.486,934.001,9.859,911.8,33.819,911.8,17.139,911.799,32.957,911.801,46.498,911.8,43.523,911.799
20.194,1016.5,23.456,1016.501,37.973,1016.5,23.759,1016.5,44.363,1016.5,68.013,1016.5,18.946,1016.5,28.687,1016.5,11.886,1016.499,46.124,781.9,25.022,1016.5,24.222,781.9,52.343,1016.5,9.976,1016.5,12.105,781.901,12.054,781.9,20.325,781.9,6.807,781.9,11.438,781.9,3.176,1016.5,30.973,781.9,25.132,1016.499,8.856,781.899,21.489,781.901,13.486,995.001,9.859,986.2,33.819,986.2,17.139,986.199,32.957,986.2,46.498,986.2,43.523,986.199
20.194,900.3,23.456,900.301,37.973,900.3,23.759,900.3,44.363,900.3,68.013,900.3,18.946,900.3,28.687,900.3,11.886,900.299,46.124,830.2,25.022,900.3,24.222,830.2,52.343,900.3,9.976,900.3,12.105,830.201,12.054,830.2,20.325,830.2,6.807,830.2,11.438,830.2,3.176,900.3,30.973,830.2,25.132,900.3,8.856,830.199,21.489,830.201,13.486,1051.901,9.859,937.8,33.819,937.8,17.139,937.799,32.957,937.8,46.498,937.8,43.523,937.799
20.194,1214.6,23.456,1214.601,37.973,1214.6,23.759,1214.599,44.363,1214.599,68.013,1214.6,18.946,1214.6,28.687,1214.6,11.886,1214.599,46.124,1021.0,25.022,1214.6,24.222,1021.0,52.343,1214.6,9.976,1214.599,12.105,1021.001,12.054,1021.0,20.325,1021.0,6.807,1021.0,11.438,1021.0,3.176,1214.601,30.973,1021.0,25.132,1214.599,8.856,1020.999,21.489,1021.001,13.486,1083.201,9.859,986.6,33.819,986.6,17.139,986.599,32.957,986.601,46.498,986.6,43.523,986.599
20.194,918.9,23.456,918.901,37.973,918.9,23.759,918.9,44.363,918.9,68.013,918.9,18.946,918.9,28.687,918.9,11.886,918.899,46.124,786.5,25.022,918.9,24.222,786.5,52.343,918.9,9.976,918.9,12.105,786.501,12.054,786.5,20.325,786.5,6.807,786.5,11.438,786.5,3.176,918.901,30.973,786.5,25.132,918.9,8.856,786.5,21.489,786.501,13.486,867.601,9.859,806.4,33.819,806.4,17.139,806.399,32.957,806.4,46.498,806.4,43.523,806.399
20.194,949.4,23.456,949.401,37.973,949.4,23.759,949.4,44.363,949.4,68.013,949.4,18.946,949.4,28.687,949.4,11.886,949.399,46.124,930.1,25.022,949.4,24.222,930.1,52.343,949.4,9.976,949.4,12.105,930.101,12.054,930.099,20.325,930.1,6.807,930.1,11.438,930.1,3.176,949.401,30.973,930.1,25.132,949.399,8.856,930.099,21.489,930.101,13.486,916.701,9.859,901.5,33.819,901.5,17.139,901.499,32.957,901.5,46.498,901.5,43.523,901.499
20.194,1201.7,23.456,1201.701,37.973,1201.7,23.759,1201.7,44.363,1201.7,68.013,1201.7,18.946,1201.7,28.687,1201.7,11.886,1201.699,46.124,1140.4,25.022,1201.7,24.222,1140.4,52.343,1201.7,9.976,1201.7,12.105,1140.401,12.054,1140.399,20.325,1140.4,6.807,1140.4,11.438,1140.4,3.176,1201.701,30.973,1140.4,25.132,1201.699,8.856,1140.399,21.489,1140.401,13.486,1171.001,9.859,1088.3,33.819,1088.3,17.139,1088.299,32.957,1088.3,46.498,1088.3,43.523,1088.299
20.194,946.0,23.456,946.001,37.973,946.0,23.759,946.0,44.363,946.0,68.013,946.0,18.946,946.0,28.687,946.0,11.886,945.999,46.124,966.4,25.022,946.0,24.222,966.4,52.343,946.0,9.976,946.0,12.105,966.401,12.054,966.399,20.325,966.4,6.807,966.4,11.438,966.4,3.176,946.0,30.973,966.4,25.132,945.999,8.856,966.399,21.489,966.401,13.486,970.901,9.859,866.7,33.819,866.7,17.139,866.699,32.957,866.701,46.498,866.7,43.523,866.699
20.194,1056.7,23.456,1056.701,37.973,1056.7,23.759,1056.7,44.363,1056.7,68.013,1056.7,18.946,1056.7,28.687,1056.7,11.886,1056.699,46.124,1158.6,25.022,1056.7,24.222,1158.6,52.343,1056.7,9.976,1056.699,12.105,1158.601,12.054,1158.6,20.325,1158.6,6.807,1158.6,11.438,1158.6,3.176,1056.701,30.973,1158.6,25.132,1056.699,8.856,1158.599,21.489,1158.601,13.486,1001.101,9.859,932.5,33.819,932.5,17.139,932.499,32.957,932.5,46.498,932.5,43.523,932.499
20.194,1171.4,23.456,1171.401,37.973,1171.4,23.759,1171.4,44.363,1171.4,68.013,1171.4,18.946,1171.4,28.687,1171.4,11.886,1171.399,46.124,1120.9,25.022,1171.401,24.222,1120.9,52.343,1171.4,9.976,1171.399,12.105,1120.901,12.054,1120.899,20.325,1120.9,6.807,1120.9,11.438,1120.9,3.176,1171.401,30.973,1120.9,25.132,1171.399,8.856,1120.899,21.489,1120.901,13.486,1166.001,9.859,1166.0,33.819,1166.0,17.139,1165.999,32.957,1166.0,46.498,1166.0,43.523,1165.999
20.194,904.2,23.456,904.201,37.973,904.2,23.759,904.2,44.363,904.2,68.013,904.2,18.946,904.2,28.687,904.2,11.886,904.199,46.124,942.7,25.022,904.2,24.222,942.7,52.343,904.2,9.976,904.2,12.105,942.701,12.054,942.7,20.325,942.7,6.807,942.7,11.438,942.7,3.176,904.201,30.973,942.7,25.132,904.2,8.856,942.699,21.489,942.701,13.486,948.401,9.859,948.4,33.819,948.4,17.139,948.399,32.957,948.401,46.498,948.4,43.523,948.399
20.194,1082.7,23.456,1082.701,37.973,1082.7,23.759,1082.7,44.363,1082.7,68.013,1082.7,18.946,1082.7,28.687,1082.7,11.886,1082.699,46.124,920.2,25.022,1082.7,24.222,920.2,52.343,1082.7,9.976,1082.699,12.105,920.201,12.054,920.199,20.325,920.2,6.807,920.2,11.438,920.2,3.176,1082.701,30.973,920.2,25.132,1082.699,8.856,920.199,21.489,920.201,13.486,1025.601,9.859,1025.6,33.819,1025.6,17.139,1025.599,32.957,1025.601,46.498,1025.6,43.523,1025.599
20.194,1071.8,23.456,1071.801,37.973,1071.8,23.759,1071.8,44.363,1071.8,68.013,1071.8,18.946,1071.8,28.687,1071.8,11.886,1071.799,46.124,945.0,25.022,1071.8,24.222,945.0,52.343,1071.8,9.976,1071.8,12.105,945.001,12.054,945.0,20.325,945.0,6.807,945.0,11.438,945.0,3.176,1071.801,30.973,945.0,25.132,1071.799,8.856,944.999,21.489,945.001,13.486,948.701,9.859,948.7,33.819,948.7,17.139,948.699,32.957,948.7,46.498,948.7,43.523,948.699
20.194,1205.4,23.456,1205.401,37.973,1205.4,23.759,1205.4,44.363,1205.4,68.013,1205.4,18.946,1205.4,28.687,1205.4,11.886,1205.399,46.124,1182.8,25.022,1205.401,24.222,1182.8,52.343,1205.4,9.976,1205.399,12.105,1182.801,12.054,1182.799,20.325,1182.8,6.807,1182.8,11.438,1182.8,3.176,1205.401,30.973,1182.8,25.132,1205.399,8.856,1182.799,21.489,1182.801,13.486,1070.401,9.859,1070.4,33.819,1070.4,17.139,1070.399,32.957,1070.401,46.498,1070.4,43.523,1070.399
20.194,868.1,23.456,868.101,37.973,868.1,23.759,868.1,44.363,868.1,68.013,868.1,18.946,868.1,28.687,868.1,11.886,868.099,46.124,756.3,25.022,868.1,24.222,756.3,52.343,868.1,9.976,868.1,12.105,756.301,12.054,756.3,20.325,756.3,6.807,756.3,11.438,756.3,3.176,868.1,30.973,756.3,25.132,868.099,8.856,756.299,21.489,756.301,13.486,802.201,9.859,802.2,33.819,802.2,17.139,802.199,32.957,802.2,46.498,802.2,43.523,802.199
20.194,994.6,23.456,994.601,37.973,994.6,23.759,994.6,44.363,994.6,68.013,994.6,18.946,994.6,28.687,994.6,11.886,994.599,46.124,900.4,25.022,994.6,24.222,900.4,52.343,994.6,9.976,994.6,12.105,900.401,12.054,900.399,20.325,900.4,6.807,900.4,11.438,900.4,3.176,994.601,30.973,900.4,25.132,994.599,8.856,900.399,21.489,900.401,13.486,876.901,9.859,876.9,33.819,876.9,17.139,876.899,32.957,876.901,46.498,876.9,43.523,876.899
20.194,1144.0,23.456,1144.001,37.973,1144.0,23.759,1144.0,44.363,1144.0,68.013,1144.0,18.946,1144.0,28.687,1144.0,11.886,1143.999,46.124,1040.6,25.022,1144.001,24.222,1040.6,52.343,1144.0,9.976,1144.0,12.105,1040.601,12.054,1040.599,20.325,1040.6,6.807,1040.6,11.438,1040.6,3.176,1144.001,30.973,1040.6,25.132,1143.999,8.856,1040.599,21.489,1040.601,13.486,1071.401,9.859,1071.4,33.819,1071.4,17.139,1071.399,32.957,1071.401,46.498,1071.4,43.523,1071.399
20.194,1007.7,23.456,1007.701,37.973,1007.7,23.759,1007.7,44.363,1007.7,68.013,1007.7,18.946,1007.7,28.687,1007.7,11.886,1007.699,46.124,970.4,25.022,1007.7,24.222,970.4,52.343,1007.7,9.976,1007.7,12.105,970.401,12.054,970.4,20.325,970.4,6.807,970.4,11.438,970.4,3.176,1007.701,30.973,970.4,25.132,1007.699,8.856,970.399,21.489,970.401,13.486,1044.301,9.859,1044.3,33.819,1044.3,17.139,1044.299,32.957,1044.301,46.498,1044.3,43.523,1044.299
20.194,1149.1,23.456,1149.101,37.973,1149.1,23.759,1149.1,44.363,1149.1,68.013,1149.1,18.946,1149.1,28.687,1149.1,11.886,1149.099,46.124,1031.6,25.022,1149.1,24.222,1031.6,52.343,1149.1,9.976,1149.099,12.105,1031.601,12.054,1031.599,20.325,1031.6,6.807,1031.6,11.438,1031.6,3.176,1149.1,30.973,1031.6,25.132,1149.099,8.856,1031.599,21.489,1031.601,13.486,1169.601,9.859,1169.6,33.819,1169.6,17.139,1169.599,32.957,1169.601,46.498,1169.6,43.523,1169.599
20.194,1301.4,23.456,1301.401,37.973,1301.4,23.759,1301.4,44.363,1301.399,68.013,1301.4,18.946,1301.4,28.687,1301.4,11.886,1301.399,46.124,1162.3,25.022,1301.401,24.222,1162.3,52.343,1301.4,9.976,1301.399,12.105,1162.301,12.054,1162.299,20.325,1162.301,6.807,1162.3,11.438,1162.3,3.176,1301.401,30.973,1162.3,25.132,1301.399,8.856,1162.299,21.489,1162.301,13.486,1133.401,9.859,1133.4,33.819,1133.4,17.139,1133.399,32.957,1133.401,46.498,1133.4,43.523,1133.399
20.194,900.5,23.456,900.501,37.973,900.5,23.759,900.5,44.363,900.5,68.013,900.5,18.946,900.5,28.687,900.5,11.886,900.499,46.124,900.5,25.022,900.5,24.222,900.5,52.343,900.5,9.976,900.5,12.105,900.501,12.054,900.5,20.325,900.5,6.807,900.5,11.438,900.5,3.176,900.501,30.973,900.5,25.132,900.5,8.856,900.499,21.489,900.501,13.486,900.501,9.859,900.5,33.819,900.5,17.139,900.499,32.957,900.5,46.498,900.5,43.523,900.499
20.194,998.2,23.456,998.201,37.973,998.2,23.759,998.2,44.363,998.2,68.013,998.2,18.946,998.2,28.687,998.2,11.886,998.199,46.124,998.2,25.022,998.2,24.222,998.2,52.343,998.2,9.976,998.2,12.105,998.201,12.054,998.2,20.325,998.2,6.807,998.2,11.438,998.2,3.176,998.201,30.973,998.2,25.132,998.2,8.856,998.199,21.489,998.201,13.486,998.201,9.859,998.2,33.819,998.2,17.139,998.199,32.957,998.201,46.498,998.2,43.523,998.199
20.194,892.6,23.456,892.601,37.973,892.6,23.759,892.6,44.363,892.6,68.013,892.6,18.946,892.6,28.687,892.6,11.886,892.599,46.124,892.6,25.022,892.6,24.222,892.6,52.343,892.6,9.976,892.6,12.105,892.601,12.054,892.599,20.325,892.6,6.807,892.6,11.438,892.6,3.176,892.6,30.973,892.6,25.132,892.599,8.856,892.599,21.489,892.601,13.486,892.601,9.859,892.6,33.819,892.6,17.139,892.599,32.957,892.6,46.498,892.6,43.523,892.599
20.194,952.9,23.456,952.901,37.973,952.9,23.759,952.9,44.363,952.9,68.013,952.9,18.946,952.9,28.687,952.9,11.886,952.899,46.124,952.9,25.022,952.901,24.222,952.9,52.343,952.9,9.976,952.9,12.105,952.901,12.054,952.9,20.325,952.9,6.807,952.9,11.438,952.9,3.176,952.901,30.973,952.9,25.132,952.899,8.856,952.899,21.489,952.901,13.486,952.901,9.859,952.9,33.819,952.9,17.139,952.899,32.957,952.901,46.498,952.9,43.523,952.899
